PARID,BOROCODE,BLOCK,LOT,STREET NUMBER,STREET NAME,Postcode,BLDG_CLASS,Borough,Latitude,Longitude,Census Tract,BIN,BBL,NTA Name,NTA Code2
1000080039,1,8,39,32,PEARL STREET,10004,H3,MANHATTAN,40.703235,-74.012421,9,1078968,1000080039,Battery Park City-Lower Manhattan,
1000080051,1,8,51,6,WATER STREET,10004,H2,MANHATTAN,40.702744,-74.012201,9,1090472,1000080051,Battery Park City-Lower Manhattan,
1000100033,1,10,33,8,STONE STREET,10004,H2,MANHATTAN,40.704025,-74.012638,9,1087618,1000100033,Battery Park City-Lower Manhattan,
1000110029,1,11,29,11,STONE STREET,10004,H2,MANHATTAN,40.704039,-74.012317,9,1000041,1000110029,Battery Park City-Lower Manhattan,
1000161301,1,16,1301,102,NORTH END AVENUE,10282,RH,MANHATTAN,40.714812,-74.016153,31703,1085867,1000167512,Battery Park City-Lower Manhattan,
1000169002,1,16,9002,2,WEST STREET,10004,RH,MANHATTAN,40.705523,-74.01711,31704,1085789,1000167513,Battery Park City-Lower Manhattan,
1000190024,1,19,24,50,TRINITY PLACE,10006,HB,MANHATTAN,40.707632,-74.013068,13,1000801,1000190024,Battery Park City-Lower Manhattan,
1000290043,1,29,43,9,SOUTH WILLIAM STREET,10004,HB,MANHATTAN,40.704703,-74.010398,9,1000842,1000290043,Battery Park City-Lower Manhattan,
1000311002,1,31,1002,75,WALL STREET,10005,RH,MANHATTAN,40.705486,-74.007874,7,1085950,1000317501,Battery Park City-Lower Manhattan,
1000370008,1,37,8,110,WALL STREET,10005,H9,MANHATTAN,40.704638,-74.006694,7,1000872,1000370008,Battery Park City-Lower Manhattan,
1000370013,1,37,13,129,FRONT STREET,10005,H3,MANHATTAN,40.705187,-74.006369,7,1000873,1000370013,Battery Park City-Lower Manhattan,
1000390038,1,39,38,126,WATER STREET,10005,H3,MANHATTAN,40.705431,-74.007055,7,1000881,1000390038,Battery Park City-Lower Manhattan,
1000390041,1,39,41,120,WATER STREET,10005,HB,MANHATTAN,40.705299,-74.007242,7,1000000,1000390041,Battery Park City-Lower Manhattan,
1000400016,1,40,16,52,WILLIAM STREET,10005,H3,MANHATTAN,40.706773,-74.009143,7,1001006,1000400016,Battery Park City-Lower Manhattan,
1000410015,1,41,15,60,PINE STREET,10005,H5,MANHATTAN,40.706523,-74.00826,7,1001008,1000410015,Battery Park City-Lower Manhattan,
1000411302,1,41,1302,66,PINE STREET,10005,RH,MANHATTAN,40.7064,-74.008043,7,1001007,1000417504,Battery Park City-Lower Manhattan,
1000411303,1,41,1303,66,PINE STREET,10005,RH,MANHATTAN,40.7064,-74.008043,7,1001007,1000417504,Battery Park City-Lower Manhattan,
1000520008,1,52,8,133,GREENWICH STREET,10006,H2,MANHATTAN,40.709468,-74.012931,13,1089248,1000520008,Battery Park City-Lower Manhattan,
1000530002,1,53,2,99,WASHINGTON STREET,10006,H2,MANHATTAN,40.708351,-74.014323,13,1088967,1000530002,Battery Park City-Lower Manhattan,
1000530037,1,53,37,102,GREENWICH STREET,10006,H8,MANHATTAN,40.708321,-74.01345,13,1001054,1000530037,Battery Park City-Lower Manhattan,
1000530038,1,53,38,100,GREENWICH STREET,10006,H2,MANHATTAN,40.708263,-74.013475,13,1090417,1000530038,Battery Park City-Lower Manhattan,
1000531201,1,53,1201,123,WASHINGTON STREET,10006,RH,MANHATTAN,40.709139,-74.01402,13,1088442,1000537502,Battery Park City-Lower Manhattan,
1000550016,1,55,16,80,WEST STREET,10006,H2,MANHATTAN,40.709493,-74.014976,13,1001061,1000550016,Battery Park City-Lower Manhattan,
1000560001,1,56,1,140,WASHINGTON STREET,10006,H2,MANHATTAN,40.709729,-74.013818,13,1001063,1000560001,Battery Park City-Lower Manhattan,
1000640001,1,64,1,51,NASSAU STREET,10038,H2,MANHATTAN,40.708931,-74.009035,1502,1079032,1000640001,Battery Park City-Lower Manhattan,
1000641102,1,64,1102,170,BROADWAY,10038,RH,MANHATTAN,40.709669,-74.010092,1502,1001088,1000647502,Battery Park City-Lower Manhattan,
1000650024,1,65,24,24,JOHN STREET,10038,H1,MANHATTAN,40.709765,-74.008765,1502,1001105,1000650024,Battery Park City-Lower Manhattan,
1000651102,1,65,1102,180,BROADWAY,10038,RH,MANHATTAN,40.710037,-74.009779,1502,1001102,1000657502,Battery Park City-Lower Manhattan,
1000680016,1,68,16,84,WILLIAM STREET,10038,HS,MANHATTAN,40.708028,-74.007939,1502,1001113,1000680016,Battery Park City-Lower Manhattan,
1000680028,1,68,28,15,GOLD STREET,10038,HB,MANHATTAN,40.707753,-74.006918,1502,1085948,1000680028,Battery Park City-Lower Manhattan,
1000690001,1,69,1,215,PEARL STREET,10038,H2,MANHATTAN,40.707086,-74.006243,1502,1000000,1000690001,Battery Park City-Lower Manhattan,
1000690030,1,69,30,4,PLATT STREET,10038,H3,MANHATTAN,40.707704,-74.006644,1502,1089243,1000690030,Battery Park City-Lower Manhattan,
1004230008,1,423,8,143,BOWERY,10002,HH,MANHATTAN,40.719051,-73.994553,18,1005634,1004230008,Chinatown,
1000720007,1,72,7,151,MAIDEN LANE,10038,H2,MANHATTAN,40.705714,-74.005399,1502,1082759,1000720007,Battery Park City-Lower Manhattan,
1000720012,1,72,12,161,FRONT STREET,10038,H2,MANHATTAN,40.706051,-74.0051,1502,1089746,1000720012,Battery Park City-Lower Manhattan,
1000780011,1,78,11,55,JOHN STREET,10038,H8,MANHATTAN,40.708988,-74.007654,1502,1079064,1000780011,Battery Park City-Lower Manhattan,
1000780020,1,78,20,106,FULTON STREET,10038,H8,MANHATTAN,40.709729,-74.006792,1502,1001195,1000780020,Battery Park City-Lower Manhattan,
1000790010,1,79,10,17,JOHN STREET,10038,HS,MANHATTAN,40.709916,-74.008949,1502,1001216,1000790010,Battery Park City-Lower Manhattan,
1000800004,1,80,4,55,CHURCH STREET,10007,H1,MANHATTAN,40.711453,-74.010504,13,1075702,1000800004,Battery Park City-Lower Manhattan,
1000890003,1,89,3,26,ANN STREET,10038,H2,MANHATTAN,40.710764,-74.007708,1501,1001244,1000890003,Battery Park City-Lower Manhattan,
1000901201,1,90,1201,5,BEEKMAN STREET,10038,RH,MANHATTAN,40.711393,-74.006666,1501,1079072,1000907503,Battery Park City-Lower Manhattan,
1000901202,1,90,1202,123,NASSAU STREET,10038,RH,MANHATTAN,40.710962,-74.006864,1501,1079072,1000907503,Battery Park City-Lower Manhattan,
1000920014,1,92,14,49,ANN STREET,10038,H2,MANHATTAN,40.710306,-74.006828,1501,1089326,1000920014,Battery Park City-Lower Manhattan,
1000921001,1,92,1001,33,BEEKMAN STREET,10038,RH,MANHATTAN,40.71055,-74.005771,1501,1089833,1000927501,Battery Park City-Lower Manhattan,
1000921002,1,92,1002,33,BEEKMAN STREET,10038,RH,MANHATTAN,40.71055,-74.005771,1501,1089833,1000927501,Battery Park City-Lower Manhattan,
1000921003,1,92,1003,33,BEEKMAN STREET,10038,RH,MANHATTAN,40.71055,-74.005771,1501,1089833,1000927501,Battery Park City-Lower Manhattan,
1001060017,1,106,17,320,PEARL STREET,10038,H3,MANHATTAN,40.709021,-74.002272,1501,1087430,1001060017,Battery Park City-Lower Manhattan,
1001070038,1,107,38,29,PECK SLIP,10038,HB,MANHATTAN,40.707962,-74.001706,1501,1082022,1001070038,Battery Park City-Lower Manhattan,
1001231101,1,123,1101,30,PARK PLACE,10007,RH,MANHATTAN,40.712987,-74.008686,21,1089428,1001237502,SoHo-TriBeCa-Civic Center-Little Italy,
1001361401,1,136,1401,85,WEST BROADWAY,10007,RH,MANHATTAN,40.715205,-74.009476,21,1088224,1001367505,SoHo-TriBeCa-Civic Center-Little Italy,
1001450012,1,145,12,125,CHAMBERS STREET,10007,H2,MANHATTAN,40.715309,-74.008755,21,1001584,1001450012,SoHo-TriBeCa-Civic Center-Little Italy,
1001460023,1,146,23,130,DUANE STREET,10013,HB,MANHATTAN,40.716114,-74.00737,33,1086485,1001460023,SoHo-TriBeCa-Civic Center-Little Italy,
1001640009,1,164,9,46,MULBERRY STREET,10013,H3,MANHATTAN,40.715002,-73.999628,29,1079227,1001640009,Chinatown,
1001720020,1,172,20,76,LAFAYETTE STREET,10013,H8,MANHATTAN,40.716968,-74.001883,31,1001870,1001720020,SoHo-TriBeCa-Civic Center-Little Italy,
1001870016,1,187,16,377,GREENWICH STREET,10013,H1,MANHATTAN,40.719783,-74.010227,39,1087575,1001870016,SoHo-TriBeCa-Civic Center-Little Italy,
1001910001,1,191,1,2,AVENUE OF THE AMER,10013,HB,MANHATTAN,40.719128,-74.005166,33,1088221,1001910001,SoHo-TriBeCa-Civic Center-Little Italy,
1001950007,1,195,7,396,BROADWAY,10013,H2,MANHATTAN,40.718488,-74.002644,31,1002323,1001950007,SoHo-TriBeCa-Civic Center-Little Italy,
1001960009,1,196,9,416,BROADWAY,10013,H3,MANHATTAN,40.719358,-74.001905,31,1002341,1001960009,SoHo-TriBeCa-Civic Center-Little Italy,
1001960024,1,196,24,88,WALKER STREET,10013,HR,MANHATTAN,40.718096,-74.001331,31,1000000,1001960024,SoHo-TriBeCa-Civic Center-Little Italy,
1002020023,1,202,23,50,BOWERY,10013,H9,MANHATTAN,40.715763,-73.996378,29,1002429,1002020023,Chinatown,
1002030017,1,203,17,140,HESTER STREET,10013,HR,MANHATTAN,40.717322,-73.99557,41,1002606,1002030017,SoHo-TriBeCa-Civic Center-Little Italy,
1002090019,1,209,19,138,LAFAYETTE STREET,10013,HB,MANHATTAN,40.719084,-73.999953,45,1002687,1002090019,SoHo-TriBeCa-Civic Center-Little Italy,
1002090024,1,209,24,251,CANAL STREET,10013,H3,MANHATTAN,40.718516,-74.000635,45,1002689,1002090024,SoHo-TriBeCa-Civic Center-Little Italy,
1002110029,1,211,29,370,CANAL STREET,10013,H1,MANHATTAN,40.721,-74.004152,33,1088921,1002110029,SoHo-TriBeCa-Civic Center-Little Italy,
1002120045,1,212,45,2,YORK STREET,10013,H3,MANHATTAN,40.721068,-74.005758,33,1002738,1002120045,SoHo-TriBeCa-Civic Center-Little Italy,
1002270028,1,227,28,306,WEST BROADWAY,10013,HB,MANHATTAN,40.721634,-74.004412,47,1087764,1002270028,SoHo-TriBeCa-Civic Center-Little Italy,
1002270052,1,227,52,27,GRAND STREET,10013,HB,MANHATTAN,40.722827,-74.004726,47,1088405,1002270052,SoHo-TriBeCa-Civic Center-Little Italy,
1002330002,1,233,2,9,CROSBY STREET,10013,H1,MANHATTAN,40.719904,-74.000307,45,1088790,1002330002,SoHo-TriBeCa-Civic Center-Little Italy,
1002340011,1,234,11,159,GRAND STREET,10013,H3,MANHATTAN,40.719891,-73.998759,45,1003055,1002340011,SoHo-TriBeCa-Civic Center-Little Italy,
1002390020,1,239,20,116,BOWERY,10013,H9,MANHATTAN,40.718128,-73.994993,41,1003125,1002390020,SoHo-TriBeCa-Civic Center-Little Italy,
1002390029,1,239,29,104,BOWERY,10013,HR,MANHATTAN,40.717821,-73.995155,41,1003130,1002390029,SoHo-TriBeCa-Civic Center-Little Italy,
1002740024,1,274,24,154,MADISON STREET,10002,H3,MANHATTAN,40.712433,-73.992732,8,1089446,1002740024,Chinatown,
1002790015,1,279,15,59,ST JAMES PLACE,10038,HR,MANHATTAN,40.712875,-73.998586,27,1003370,1002790015,Chinatown,
1002820023,1,282,23,95,HENRY STREET,10002,H3,MANHATTAN,40.713149,-73.992984,8,1088290,1002820023,Chinatown,
1002820031,1,282,31,91,EAST BROADWAY,10002,H3,MANHATTAN,40.713761,-73.993666,8,1003541,1002820031,Chinatown,
1002820080,1,282,80,79,DIVISION STREET,10002,H3,MANHATTAN,40.714299,-73.993723,8,1084614,1002820080,Chinatown,
1002921110,1,292,1110,86,CANAL STREET,10002,RH,MANHATTAN,40.715389,-73.993536,16,1088640,1002927502,Chinatown,
1002930019,1,293,19,5,ALLEN STREET,10002,H3,MANHATTAN,40.714771,-73.992656,16,1089346,1002930019,Chinatown,
1002940007,1,294,7,60,CANAL STREET,10002,HB,MANHATTAN,40.715018,-73.992313,16,1090784,1002940007,Chinatown,
1003030015,1,303,15,91,BOWERY,10002,H2,MANHATTAN,40.717132,-73.995505,16,1082490,1003030015,Chinatown,
1003030025,1,303,25,61,CHRYSTIE STREET,10002,H3,MANHATTAN,40.716525,-73.994647,16,1084615,1003030025,Chinatown,
1003030035,1,303,35,125,CANAL STREET,10002,H3,MANHATTAN,40.715916,-73.995127,16,1003917,1003030035,Chinatown,
1003040004,1,304,4,101,BOWERY,10002,HR,MANHATTAN,40.717607,-73.995245,16,1003921,1003040004,Chinatown,
1003040016,1,304,16,237,GRAND STREET,10002,HH,MANHATTAN,40.718403,-73.994665,16,1003931,1003040016,Chinatown,
1003060029,1,306,29,79,ELDRIDGE STREET,10002,H9,MANHATTAN,40.717044,-73.992547,16,1084616,1003060029,Chinatown,
1003480036,1,348,36,150,DELANCEY STREET,10002,H3,MANHATTAN,40.717969,-73.986458,1402,1004191,1003480036,Lower East Side,
1004091101,1,409,1101,100,ORCHARD STREET,10002,RH,MANHATTAN,40.718559,-73.99,18,1005287,1004097501,Chinatown,
1004091102,1,409,1102,100,ORCHARD STREET,10002,RH,MANHATTAN,40.718559,-73.99,18,1005287,1004097501,Chinatown,
1004100048,1,410,48,107,RIVINGTON STREET,10002,H1,MANHATTAN,40.719967,-73.988023,18,1075676,1004100048,Chinatown,
1004101001,1,410,1001,101,LUDLOW STREET,10002,RH,MANHATTAN,40.719111,-73.988864,18,1005320,1004107501,Chinatown,
1004110041,1,411,41,136,LUDLOW STREET,10002,H3,MANHATTAN,40.720362,-73.9882,3001,1005368,1004110041,Chinatown,
1004120048,1,412,48,180,LUDLOW STREET,10002,H2,MANHATTAN,40.721811,-73.987467,3001,1087953,1004120048,Chinatown,
1004121003,1,412,1003,180,ORCHARD STREET,10002,RH,MANHATTAN,40.721853,-73.988304,3001,1090121,1004127501,Chinatown,
1004130041,1,413,41,88,ALLEN STREET,10002,HB,MANHATTAN,40.718095,-73.990938,18,1090650,1004130041,Chinatown,
1004150067,1,415,67,139,ORCHARD STREET,10002,H9,MANHATTAN,40.720041,-73.98926,18,1088498,1004150067,Chinatown,
1004150077,1,415,77,119,ORCHARD STREET,10002,HB,MANHATTAN,40.719454,-73.98956,18,1089952,1004150077,Chinatown,
1004160058,1,416,58,163,ORCHARD STREET,10002,H9,MANHATTAN,40.721043,-73.988748,3001,1088499,1004160058,Chinatown,
1004170011,1,417,11,151,EAST HOUSTON STREET,10002,HB,MANHATTAN,40.723137,-73.989303,3601,1005539,1004170011,Chinatown,
1004171002,1,417,1002,190,ALLEN STREET,10002,RH,MANHATTAN,40.722248,-73.988899,3001,1087667,1004177501,Chinatown,
1004180036,1,418,36,108,FORSYTH STREET,10002,H3,MANHATTAN,40.718707,-73.99268,18,1087357,1004180036,Chinatown,
1004220047,1,422,47,135,EAST HOUSTON STREET,10002,H3,MANHATTAN,40.723382,-73.990144,3601,1087359,1004220047,Chinatown,
1004250004,1,425,4,189,BOWERY,10002,H2,MANHATTAN,40.720741,-73.993864,18,1090576,1004250004,Chinatown,
1004250023,1,425,23,11,RIVINGTON STREET,10002,H3,MANHATTAN,40.721337,-73.992561,18,1005687,1004250023,Chinatown,
1004260005,1,426,5,223,BOWERY,10002,H9,MANHATTAN,40.721949,-73.993402,3601,,,Chinatown,
1004260017,1,426,17,245,BOWERY,10002,HR,MANHATTAN,40.722748,-73.993106,3601,1005712,1004260017,Chinatown,
1004271601,1,427,1601,215,CHRYSTIE STREET,10002,RH,MANHATTAN,40.722786,-73.991464,3601,1090397,1004277507,Chinatown,
1004510039,1,451,39,147,1 AVENUE,10003,H3,MANHATTAN,40.728269,-73.984803,40,1079106,1004510039,East Village,
1004570009,1,457,9,1,EAST 2 STREET,10003,H8,MANHATTAN,40.725465,-73.991879,3602,1086133,1004570009,East Village,
1004580006,1,458,6,335,BOWERY,10003,H2,MANHATTAN,40.726047,-73.991908,3602,1006545,1004580006,East Village,
1004610003,1,461,3,25,COOPER SQUARE,10003,H2,MANHATTAN,40.727751,-73.9912,38,1087921,1004610003,East Village,
1004610006,1,461,6,35,COOPER SQUARE,10003,H8,MANHATTAN,40.728171,-73.990897,38,1090311,1004610006,East Village,
1004620018,1,462,18,38,EAST 7 STREET,10003,H8,MANHATTAN,40.72821,-73.988689,38,1006649,1004620018,East Village,
1004630007,1,463,7,71,COOPER SQUARE,10003,H3,MANHATTAN,40.72928,-73.990085,38,1006657,1004630007,East Village,
1004649006,1,464,9006,29,3 AVENUE,10003,H8,MANHATTAN,40.729793,-73.989703,38,1006737,1004640006,East Village,
1004650001,1,465,1,31,3 AVENUE,10003,H8,MANHATTAN,40.729807,-73.989692,38,1006764,1004650001,East Village,
1004670001,1,467,1,67,3 AVENUE,10003,H8,MANHATTAN,40.731415,-73.988533,40,1006826,1004670001,East Village,
1004700050,1,470,50,146,BOWERY,10013,H3,MANHATTAN,40.719251,-73.994495,41,1006944,1004700050,SoHo-TriBeCa-Civic Center-Little Italy,
1004700053,1,470,53,138,BOWERY,10013,H3,MANHATTAN,40.719018,-73.994589,41,1090453,1004700053,SoHo-TriBeCa-Civic Center-Little Italy,
1004710055,1,471,55,196,GRAND STREET,10013,H3,MANHATTAN,40.719193,-73.996883,41,1089632,1004710055,SoHo-TriBeCa-Civic Center-Little Italy,
1004730017,1,473,17,431,BROOME STREET,10013,H3,MANHATTAN,40.721524,-73.999278,45,1007016,1004730017,SoHo-TriBeCa-Civic Center-Little Italy,
1004770068,1,477,68,52,WATTS STREET,10013,H3,MANHATTAN,40.723687,-74.005372,37,1087915,1004770068,SoHo-TriBeCa-Civic Center-Little Italy,
1004790029,1,479,29,30,KENMARE STREET,10012,H3,MANHATTAN,40.720687,-73.995173,41,1088694,1004790029,SoHo-TriBeCa-Civic Center-Little Italy,
1004810001,1,481,1,400,BROOME STREET,10013,H8,MANHATTAN,40.720733,-73.997388,41,1007193,1004810001,SoHo-TriBeCa-Civic Center-Little Italy,
1004880003,1,488,3,60,THOMPSON STREET,10012,HB,MANHATTAN,40.724183,-74.003196,47,1087362,1004880003,SoHo-TriBeCa-Civic Center-Little Italy,
1004911201,1,491,1201,246,SPRING STREET,10013,RH,MANHATTAN,40.725616,-74.005253,37,1088431,1004917503,SoHo-TriBeCa-Civic Center-Little Italy,
1004911202,1,491,1202,246,SPRING STREET,10013,RH,MANHATTAN,40.725616,-74.005253,37,1088431,1004917503,SoHo-TriBeCa-Civic Center-Little Italy,
1004911203,1,491,1203,246,SPRING STREET,10013,RH,MANHATTAN,40.725616,-74.005253,37,1088431,1004917503,SoHo-TriBeCa-Civic Center-Little Italy,
1004911204,1,491,1204,246,SPRING STREET,10013,RH,MANHATTAN,40.725616,-74.005253,37,1088431,1004917503,SoHo-TriBeCa-Civic Center-Little Italy,
1004911205,1,491,1205,246,SPRING STREET,10013,RH,MANHATTAN,40.725616,-74.005253,37,1088431,1004917503,SoHo-TriBeCa-Civic Center-Little Italy,
1004911206,1,491,1206,246,SPRING STREET,10013,RH,MANHATTAN,40.725616,-74.005253,37,1088431,1004917503,SoHo-TriBeCa-Civic Center-Little Italy,
1004911207,1,491,1207,246,SPRING STREET,10013,RH,MANHATTAN,40.725616,-74.005253,37,1088431,1004917503,SoHo-TriBeCa-Civic Center-Little Italy,
1004911208,1,491,1208,246,SPRING STREET,10013,RH,MANHATTAN,40.725616,-74.005253,37,1088431,1004917503,SoHo-TriBeCa-Civic Center-Little Italy,
1004911209,1,491,1209,246,SPRING STREET,10013,RH,MANHATTAN,40.725616,-74.005253,37,1088431,1004917503,SoHo-TriBeCa-Civic Center-Little Italy,
1004911210,1,491,1210,246,SPRING STREET,10013,RH,MANHATTAN,40.725616,-74.005253,37,1088431,1004917503,SoHo-TriBeCa-Civic Center-Little Italy,
1005720045,1,572,45,3,WEST 8 STREET,10011,HB,MANHATTAN,40.732396,-73.99667,63,1009433,1005720045,West Village,
1004911211,1,491,1211,246,SPRING STREET,10013,RH,MANHATTAN,40.725616,-74.005253,37,1088431,1004917503,SoHo-TriBeCa-Civic Center-Little Italy,
1004911212,1,491,1212,246,SPRING STREET,10013,RH,MANHATTAN,40.725616,-74.005253,37,1088431,1004917503,SoHo-TriBeCa-Civic Center-Little Italy,
1004911213,1,491,1213,246,SPRING STREET,10013,RH,MANHATTAN,40.725616,-74.005253,37,1088431,1004917503,SoHo-TriBeCa-Civic Center-Little Italy,
1004911214,1,491,1214,246,SPRING STREET,10013,RH,MANHATTAN,40.725616,-74.005253,37,1088431,1004917503,SoHo-TriBeCa-Civic Center-Little Italy,
1004911215,1,491,1215,246,SPRING STREET,10013,RH,MANHATTAN,40.725616,-74.005253,37,1088431,1004917503,SoHo-TriBeCa-Civic Center-Little Italy,
1004911216,1,491,1216,246,SPRING STREET,10013,RH,MANHATTAN,40.725616,-74.005253,37,1088431,1004917503,SoHo-TriBeCa-Civic Center-Little Italy,
1004911217,1,491,1217,246,SPRING STREET,10013,RH,MANHATTAN,40.725616,-74.005253,37,1088431,1004917503,SoHo-TriBeCa-Civic Center-Little Italy,
1004911218,1,491,1218,246,SPRING STREET,10013,RH,MANHATTAN,40.725616,-74.005253,37,1088431,1004917503,SoHo-TriBeCa-Civic Center-Little Italy,
1004911219,1,491,1219,246,SPRING STREET,10013,RH,MANHATTAN,40.725616,-74.005253,37,1088431,1004917503,SoHo-TriBeCa-Civic Center-Little Italy,
1004911220,1,491,1220,246,SPRING STREET,10013,RH,MANHATTAN,40.725616,-74.005253,37,1088431,1004917503,SoHo-TriBeCa-Civic Center-Little Italy,
1004911221,1,491,1221,246,SPRING STREET,10013,RH,MANHATTAN,40.725616,-74.005253,37,1088431,1004917503,SoHo-TriBeCa-Civic Center-Little Italy,
1004911222,1,491,1222,246,SPRING STREET,10013,RH,MANHATTAN,40.725616,-74.005253,37,1088431,1004917503,SoHo-TriBeCa-Civic Center-Little Italy,
1004911223,1,491,1223,246,SPRING STREET,10013,RH,MANHATTAN,40.725616,-74.005253,37,1088431,1004917503,SoHo-TriBeCa-Civic Center-Little Italy,
1004911224,1,491,1224,246,SPRING STREET,10013,RH,MANHATTAN,40.725616,-74.005253,37,1088431,1004917503,SoHo-TriBeCa-Civic Center-Little Italy,
1004911225,1,491,1225,246,SPRING STREET,10013,RH,MANHATTAN,40.725616,-74.005253,37,1088431,1004917503,SoHo-TriBeCa-Civic Center-Little Italy,
1004911226,1,491,1226,246,SPRING STREET,10013,RH,MANHATTAN,40.725616,-74.005253,37,1088431,1004917503,SoHo-TriBeCa-Civic Center-Little Italy,
1004911227,1,491,1227,246,SPRING STREET,10013,RH,MANHATTAN,40.725616,-74.005253,37,1088431,1004917503,SoHo-TriBeCa-Civic Center-Little Italy,
1004911228,1,491,1228,246,SPRING STREET,10013,RH,MANHATTAN,40.725616,-74.005253,37,1088431,1004917503,SoHo-TriBeCa-Civic Center-Little Italy,
1004911229,1,491,1229,246,SPRING STREET,10013,RH,MANHATTAN,40.725616,-74.005253,37,1088431,1004917503,SoHo-TriBeCa-Civic Center-Little Italy,
1004911230,1,491,1230,246,SPRING STREET,10013,RH,MANHATTAN,40.725616,-74.005253,37,1088431,1004917503,SoHo-TriBeCa-Civic Center-Little Italy,
1004911231,1,491,1231,246,SPRING STREET,10013,RH,MANHATTAN,40.725616,-74.005253,37,1088431,1004917503,SoHo-TriBeCa-Civic Center-Little Italy,
1004911232,1,491,1232,246,SPRING STREET,10013,RH,MANHATTAN,40.725616,-74.005253,37,1088431,1004917503,SoHo-TriBeCa-Civic Center-Little Italy,
1004911233,1,491,1233,246,SPRING STREET,10013,RH,MANHATTAN,40.725616,-74.005253,37,1088431,1004917503,SoHo-TriBeCa-Civic Center-Little Italy,
1004911234,1,491,1234,246,SPRING STREET,10013,RH,MANHATTAN,40.725616,-74.005253,37,1088431,1004917503,SoHo-TriBeCa-Civic Center-Little Italy,
1004911235,1,491,1235,246,SPRING STREET,10013,RH,MANHATTAN,40.725616,-74.005253,37,1088431,1004917503,SoHo-TriBeCa-Civic Center-Little Italy,
1004911236,1,491,1236,246,SPRING STREET,10013,RH,MANHATTAN,40.725616,-74.005253,37,1088431,1004917503,SoHo-TriBeCa-Civic Center-Little Italy,
1004911237,1,491,1237,246,SPRING STREET,10013,RH,MANHATTAN,40.725616,-74.005253,37,1088431,1004917503,SoHo-TriBeCa-Civic Center-Little Italy,
1004911238,1,491,1238,246,SPRING STREET,10013,RH,MANHATTAN,40.725616,-74.005253,37,1088431,1004917503,SoHo-TriBeCa-Civic Center-Little Italy,
1004911239,1,491,1239,246,SPRING STREET,10013,RH,MANHATTAN,40.725616,-74.005253,37,1088431,1004917503,SoHo-TriBeCa-Civic Center-Little Italy,
1004911240,1,491,1240,246,SPRING STREET,10013,RH,MANHATTAN,40.725616,-74.005253,37,1088431,1004917503,SoHo-TriBeCa-Civic Center-Little Italy,
1004911241,1,491,1241,246,SPRING STREET,10013,RH,MANHATTAN,40.725616,-74.005253,37,1088431,1004917503,SoHo-TriBeCa-Civic Center-Little Italy,
1004911242,1,491,1242,246,SPRING STREET,10013,RH,MANHATTAN,40.725616,-74.005253,37,1088431,1004917503,SoHo-TriBeCa-Civic Center-Little Italy,
1004911243,1,491,1243,246,SPRING STREET,10013,RH,MANHATTAN,40.725616,-74.005253,37,1088431,1004917503,SoHo-TriBeCa-Civic Center-Little Italy,
1004911244,1,491,1244,246,SPRING STREET,10013,RH,MANHATTAN,40.725616,-74.005253,37,1088431,1004917503,SoHo-TriBeCa-Civic Center-Little Italy,
1004911245,1,491,1245,246,SPRING STREET,10013,RH,MANHATTAN,40.725616,-74.005253,37,1088431,1004917503,SoHo-TriBeCa-Civic Center-Little Italy,
1004911246,1,491,1246,246,SPRING STREET,10013,RH,MANHATTAN,40.725616,-74.005253,37,1088431,1004917503,SoHo-TriBeCa-Civic Center-Little Italy,
1004911247,1,491,1247,246,SPRING STREET,10013,RH,MANHATTAN,40.725616,-74.005253,37,1088431,1004917503,SoHo-TriBeCa-Civic Center-Little Italy,
1004911248,1,491,1248,246,SPRING STREET,10013,RH,MANHATTAN,40.725616,-74.005253,37,1088431,1004917503,SoHo-TriBeCa-Civic Center-Little Italy,
1004911249,1,491,1249,246,SPRING STREET,10013,RH,MANHATTAN,40.725616,-74.005253,37,1088431,1004917503,SoHo-TriBeCa-Civic Center-Little Italy,
1004911250,1,491,1250,246,SPRING STREET,10013,RH,MANHATTAN,40.725616,-74.005253,37,1088431,1004917503,SoHo-TriBeCa-Civic Center-Little Italy,
1004911251,1,491,1251,246,SPRING STREET,10013,RH,MANHATTAN,40.725616,-74.005253,37,1088431,1004917503,SoHo-TriBeCa-Civic Center-Little Italy,
1004911252,1,491,1252,246,SPRING STREET,10013,RH,MANHATTAN,40.725616,-74.005253,37,1088431,1004917503,SoHo-TriBeCa-Civic Center-Little Italy,
1004911253,1,491,1253,246,SPRING STREET,10013,RH,MANHATTAN,40.725616,-74.005253,37,1088431,1004917503,SoHo-TriBeCa-Civic Center-Little Italy,
1004911254,1,491,1254,246,SPRING STREET,10013,RH,MANHATTAN,40.725616,-74.005253,37,1088431,1004917503,SoHo-TriBeCa-Civic Center-Little Italy,
1004911255,1,491,1255,246,SPRING STREET,10013,RH,MANHATTAN,40.725616,-74.005253,37,1088431,1004917503,SoHo-TriBeCa-Civic Center-Little Italy,
1004911256,1,491,1256,246,SPRING STREET,10013,RH,MANHATTAN,40.725616,-74.005253,37,1088431,1004917503,SoHo-TriBeCa-Civic Center-Little Italy,
1004911257,1,491,1257,246,SPRING STREET,10013,RH,MANHATTAN,40.725616,-74.005253,37,1088431,1004917503,SoHo-TriBeCa-Civic Center-Little Italy,
